Unnamed: 0,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
1055,1,Puppy 2,4,,2.0,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Healthy. Adopter bring her to vaccine and deworming. Rescued about 3 weeks.,a120cae65,1.0,2,Black,Brown,,Mixed Breed,Mixed Breed,Kuala Lumpur
461,2,"Cats-Baby,Manja,Comel.",5,3.0,1.0,1,1,1,2,1,4,0,41326,d835d7d98b94ec261d6d889a39eaed73,0,"Hi people.. On behalf of my good friend,I'm posting a group of cats that she is currently fostering.There are 4 cats all together,they are siblings.Location is Bukit Tinggi,Klang. Cats' age range are from 4-6 months old.There are 2 males and 2 females. New owner must own a cat-friendly home and know how to care for cats.Preferably be adopted together or in pairs.Serious adopters please contact  aina. or call/msg her . TQ.",49ba2ccff,8.0,2,Black,Yellow,White,,,Selangor
1015,1,Candy TNRM,9,2.0,2.0,1,2,1,1,1,1,0,41401,cd431467a017d5bce5f42daa746d7d08,0,"Super cute rescued puppy for adoption. If you can give her a caring, loving, forever home please call or",c23b6bbf6,2.0,4,Black,Yellow,White,Pointer,Mixed Breed,Kuala Lumpur
1205,1,4 Months Male Puppy,4,1.0,,1,2,1,2,1,1,0,41327,4f730224c4425d230360cd399ff6cf13,0,Gender : Male Age : 4 months Area : Jawi Male puppy rescued by Mr Khor and Madam Chew at or if you can provide forever loving home to this cutie,a2cd5b78a,2.0,4,Black,Brown,,Mixed Breed,Mixed Breed,Pulau Pinang
579,1,NO NAME YET,4,2.0,,1,1,1,1,1,2,0,41326,13733222f015ec6a0017c3c0527738ff,0,两只宝宝被退养，还有3个宝宝找家，有人愿意给他们一个家吗？ 请问问身边的朋友或帮忙SHARE，感恩。蒲种区。 MS. ANGIE MS. KOMALA 宝宝4个多月，已打了第一支预防针，第二支将会在这星期打，请给宝宝一个家，支持领养代替不人道繁殖，感恩。,ca121ab91,1.0,3,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
211,2,GOOD CATS,2,3.0,1.0,2,3,3,3,1,4,0,41326,02601ad55765c69821a1a31fe7e407fc,0,Kucing untuk diberi secara percuma kepada yang sayang kepada kucing,b178f36d1,4.0,4,Black,Gray,White,Oriental Short Hair,Oriental Short Hair,Selangor
606,1,Hana,3,2.0,3.0,2,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Hana is a bubbly, active and adorable pup. She is intelligent and learns commands very quickly. Barks at strangers, loves to exercise and adores both human and canine companion. Adopter must vaccinate and spay her. No tying up or caging please.",ec040a1ef,9.0,2,Black,Brown,White,Terrier,Mixed Breed,Selangor
863,2,"Fok, Lu, Shou",2,3.0,1.0,1,2,2,2,1,3,0,41401,486710032197dc963de49089c67e1ad7,3,"Their miniature-mother whom, named Fatt Chai accidentally got pregnant right before her neutering. I was informed bout her pregrancy by the vet and i stopped the surgery as i not a supporter of abortion. Therefore, 3 cute little kittens were born. I name them Fok, Lu, Shou name after our chinese god, san xing which bring prosperity,status and longevity. I am a cats lover and currently i have 2 adult cats with me. Due to my job where i need to outstation frequently, it's difficult for me to handle a total of 5cats at home. It's painful for me to put my 3 precious little kitten up for adoption, but i hope there's other cat lovers who can give them a loving and warm home. Note: They are sand-trained. Thank you",b1d288322,4.0,2,Brown,Golden,White,Domestic Short Hair,Domestic Short Hair,Kuala Lumpur
633,1,Callie,1,2.0,2.0,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Cute and lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel,6114449db,4.0,3,Black,Brown,White,Rat Terrier,Mixed Breed,Selangor
1129,2,Tuna,2,2.0,2.0,1,2,1,2,1,1,0,41401,979b19faf60e4904eca24c204af1a50f,0,"This little one is called Tuna because when we first got her,she smelt of Tuna! Back then she was skinny and had diarrhea. After visits to the vet, her diarrhea has cleared, she has been dewormed, given a Frontline bath (to remove any mites) and is well fed (loves chicken!!). Now she is a fuzzy furry ball of loveliness looking for a new home. We are seeking a serious adopter to take in Tuna with open heart and open home! :) The adopter will need to commit to vaccinations and spaying Tuna when the time comes.",dd5275a60,6.0,1,Black,Brown,Gray,Tabby,Domestic Short Hair,Kuala Lumpur
1161,1,Simba,1,1.0,2.0,2,2,2,2,1,1,0,41327,7f74401ff1a7ca18737bc527ccf23a45,0,the mother and father or this puppy is a mixed breed of mongrel and labrador. no fees applied but since we are running a shelter consiting of dogs and puppies at present we greatly appreciate any donations given but its totally up to you all. 😊,71297d780,1.0,2,Brown,Golden,Cream,Mixed Breed,Mixed Breed,Pulau Pinang
876,2,Mary,38,2.0,2.0,3,1,1,1,1,3,200,41401,2628a23e21e9d05bfc639ad8b3aa34de,0,"1month++ kittens with 3y/o mom. Persian long hair. toilet trained, kittens bottle milk trained. pls watspp for further info",02c39fd73,2.0,2,Black,Golden,White,Persian,Calico,Kuala Lumpur
393,1,Prince,24,1.0,2.0,3,1,1,1,1,1,0,41326,db784cbcf321e1d8856b312638b94113,0,"found this loving boy alone at a bus stop. he is approximately 2 years old, male. he is very loving and friendly toward people. he likes to SMILE a lot too! he will be a great companion! Lester Jenny will you adopt him? ================================================== Adopters are required to vaccinate and neuter them. We also kindly ask adopters to provide us updates with pictures after adopting them. ==================================================",61fa7980d,7.0,2,Yellow,Cream,White,Golden Retriever,Mixed Breed,Selangor
235,2,,1,3.0,1.0,2,2,2,3,1,4,0,41326,6cd9925615f5c7ccfe11a151521c969a,0,"Four, 2 weeks old kittens. Mix breed domestic and persian. Very healthy. To give away for free. Reason too many cats at home. Location in Puchong. Call or sms",79f8f767e,0.0,1,Black,Gray,White,Domestic Short Hair,Persian,Selangor
932,2,Sugar,5,2.0,2.0,2,2,2,2,1,1,0,41401,6af7cf141aebf8f93aff60ef5ba995da,0,"Friendly and playful. Domesticated, will use litter if available. Stay indoors most of the time. Need to find a home as soon as possible.",5452fea14,1.0,4,Golden,Gray,White,Calico,Domestic Medium Hair,Kuala Lumpur
694,1,Eva Of Spanish O,4,2.0,2.0,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Eva is among six siblings i nicknamed the Spanish Orchestra. She has a very cool and mature demeanor, very observant and not at all hyper. Very good natured, alert and gentle. Great as a companion pet. Vaccination and neutering are compulsory. No tying up or caging for long hours. Please call if interested.",681be6214,5.0,1,Black,Brown,White,Terrier,Afghan Hound,Selangor
224,2,Kittens 1 Months Old,1,3.0,1.0,1,2,2,2,1,2,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,"Please help me to save these little kittens. there are two of them. 1 female and the other is male. both of them together with the mother are been hanging around in front of my office (in other words there living there). what i'm worried about is that they are very small and in front of my office is a parking lot area and i'm afraid they'll be hit while playing under the car (as you know kittens love to wondering around). some more there also dogs wondering around this area and it is not good for their safety. i think its ok if you just take the kittens without the mother because it seems that the mother started to leave her babies to play by themselves provided you have to feed them as babies i.e with milk to replace the mother's. i cannot keep or adopt them since i'm renting a room in my house and i don't think my house owner gonna like it. so, if somebody out there looking for pets,rather you buy expensive fluffy cats, please help me to save these little kittens because it will mean a lot to them also to me and in the same time you've done something good to the society and the animals. please please please help me to rescue them because i'm afraid the cleaner or the management of this building might done something bad to them because they have started littering everywhere it it cause a very bad smells and i'm afraid people might complain about this. if anyone interested kindly call me at my number ()or please email at . please let me know earlier so that i can keep them and put in the box while waiting for you to come and take them. i provide some of their photos. i know there are not a very fluffy cat or a Persian cats. but i bet they can be a very good friend.",8509ad722,6.0,2,Black,Gray,White,,,Selangor
622,1,Patches,11,2.0,2.0,1,2,2,2,1,1,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,"She is a lost beagle who needs love and care from a good family. She is good tempered, friendly and easy to manage, a great a family dog. She will be spayed before handing over to her new home.",4a9fa9d9e,2.0,2,Black,Brown,White,Beagle,Mixed Breed,Selangor
309,1,4 Pups 8 Weeks,2,3.0,2.0,2,1,1,2,1,4,0,41326,3b074cadd2350de62dca7056b9bab6f4,3,"FOR serious adopters only! If you are interested in adopting, kindly contact ==> Call/ SMS to Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",e27ac6865,13.0,3,Brown,Cream,White,Mixed Breed,Mixed Breed,Selangor
174,2,Woolsy,1,1.0,2.0,1,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,"Introducing handsome little Woolsy! ----------------------------------------------------- ♥ Male kitten, 5 weeks old. ♥ Very attached to people, a real cuddle-bug (manja) and curious about new things/toys/etc. ♥ Currently on Feline Caviar kibbles and clever with the litter-box. ♥ Dewormed (once) and given flea prevention. Woolsy is still too young to be vaccinated. ----------------------------------------------------- ***PLEASE READ*** (NOTE FOR ADOPTERS): ♥ Woolsy must be kept INDOORS at all times. ♥ Adopters MUST neuter him at the right age. ♥ Premium food feeding only (no Whiskas, Friskies etc). ----------------------------------------------------- Please drop me an email or call if you feel that you may be just the right person for this boy. Thank you! :)",8170c6b01,3.0,2,Black,Gray,White,Tabby,Domestic Short Hair,Selangor
505,2,KD,5,1.0,2.0,1,1,1,1,1,1,0,41326,cf0355c8b9249b3c8fefdb67d91df147,0,KD is very affectionate and loves to be held and stroked. He likes to play football and dribbles the ball well. He is learning to play fetch. He has lovely soft fur.,d07d9ab13,1.0,2,Black,Brown,White,Domestic Short Hair,Tabby,Selangor
719,1,Puppies For Urgent Adoption,2,3.0,2.0,2,2,2,2,1,4,1,41326,4b354bd2fd2e10b99c54fa1d77f53026,0,"This are stray puppies, still looking for a forever home.my neighborhood is not safe for them anymore,some of the residents have raised complain on them to the Majlis.so I would really appreciate if any kind soul would give them a forever home (call)",f11772123,5.0,4,Black,Brown,Yellow,Mixed Breed,Mixed Breed,Selangor
837,2,Tamie,3,2.0,2.0,2,2,1,2,1,1,0,41401,1984caa688fee1576d4b783ee6f44501,0,"Friendly ,playfull n potty train.can eat any kind of food,this little kitten need a hme",ee2d66134,0.0,4,Golden,Yellow,Cream,Domestic Short Hair,Domestic Short Hair,Kuala Lumpur
478,2,2 Naughty Kittens (7 Weeks Old),2,3.0,2.0,1,2,2,2,1,2,0,41326,efa9a4be1e2e903503540f01db1766f3,0,2 naughty kittens for adoption. They are 7 weeks old and healthy. Interested adopters can whatapp me. Location Bandar Baru Bangi,042b1e55f,1.0,2,Black,Brown,White,Domestic Short Hair,Domestic Short Hair,Selangor
40,2,Sesame,1,2.0,2.0,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,"Sesame was found lost and helpless by a drain along the busy streets of SS2 five days ago. She is very young, age about 1 month old, healthy, playful and affectionate. Sesame will be taken to the vet for vaccination and deworming next week. She will be ready for adoption by end of September as when she's a little bigger and stronger. Looking for serious adopter who is willing to give Sesame a forever home.",d565f7c6f,8.0,1,Golden,Yellow,Cream,Domestic Short Hair,Domestic Medium Hair,Selangor
955,2,Breezy,2,1.0,1.0,1,2,2,2,1,1,0,41401,2181fc2a61447996c1e5cee02738b5c3,0,"*** Looking for someone who really love and adore cats....And someone can share their love and spare a time for him *** *** Own Pick Up / Collection : Call To Make Arrangement *** *** Must adopt 2 of Them, for them to play together *** Interested Please Call : (Emy)",c4718084c,3.0,0,Brown,Cream,White,Siamese,Burmese,Kuala Lumpur
809,1,Browny,1,1.0,1.0,1,2,2,3,1,1,0,41326,793a857b0f2db4c0ed8fd9e38cc7cb5f,0,"Found this pup near bukit rajah, klang shop lots.. 1 Month old puppy, very active... healthy.. hope someone could give him home... its free adoption.. normal breed.. Thank you..",c239d1834,4.0,3,Black,Brown,Golden,Mixed Breed,Mixed Breed,Selangor
1132,2,Male Persian+DLH,7,1.0,3.0,3,1,1,2,1,1,200,41401,c6430f07f7515a64570a8bdcd85a3139,0,litter trained aktif sangat manja interested? sms only =),813bf169b,3.0,1,Black,Brown,Gray,Persian,Domestic Long Hair,Kuala Lumpur
1187,2,Tortie Female Kittens,1,2.0,2.0,1,2,2,2,1,2,0,41327,4f730224c4425d230360cd399ff6cf13,0,my friend found 2 lovely kittens behind her house. Please sms or whatsapp me if you are interest to provide a forever home for them,ee2793324,3.0,3,Black,Yellow,White,Domestic Short Hair,Domestic Short Hair,Pulau Pinang
518,2,Longxyy,21,2.0,2.0,2,1,1,1,1,1,0,41326,1ebf3a87189651fd058a47bc889bd86e,1,"Found her 2 years ago, and also posted on petfinder then looked like it belonged to somebody because she was so affectionate. But until now nobody has claimed her so we decided to just temporarily take care of her. Anyway, we might not be able to take care of her in the future because we will be moving to somewhere smaller. So I'm starting to look for suitable owner now. Pls drop me a line if you are interested!",697c8c6c9,1.0,2,Black,Brown,White,Calico,Domestic Medium Hair,Selangor
58,1,Tiger,36,2.0,2.0,2,1,1,1,1,1,0,41326,f00c605503e1ac125c8fff290d3a2c7a,0,Tiger looking for her forever home Adopt her today WhatsApp only at :,1d7e844a7,1.0,4,Black,Brown,Cream,Mixed Breed,Mixed Breed,Selangor
1225,2,3 Male 1 Female For Adoption,2,3.0,1.0,1,2,2,2,1,4,0,41336,3efa10684ab66aecdb5e468cf025c4db,0,All was born in our home on 28th August . They are actually an half mixed marble cat. Litter train since small. They are all fun and loving cute little kittens. Wish responsible cat owners to substitute us with tender loving care.,979710375,2.0,0,Brown,Gray,White,Domestic Short Hair,Bengal,Johor
70,1,Nafa And Siblings,1,3.0,2.0,1,2,1,2,1,5,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"5 siblings were given away by a coffee shop owner to Aunty Kiew in Kajang. Being a lady with a heart of gold, Aunty Kiew accepted them without hesitation. Now we hope that we are able to find good homes for them",5c7d61133,5.0,2,Black,Brown,Cream,Labrador Retriever,Mixed Breed,Selangor
776,2,Nori,12,,3.0,1,1,1,1,1,1,100,41326,863b139d639801b855de9a3cdef97f97,0,"likes to eat, an indoor cat, clingy and a nice cat",775d4b52e,1.0,4,Black,Brown,,,,Selangor
452,1,Brave Girl,1,2.0,2.0,1,2,2,2,1,1,0,41326,8bac0384da6a4552cb8ab47c1d530fa7,0,"She is white with a mixture of black spots and light brown. She may be under nourish but she is recovering now and able to eat properly, very shy at first but easy to warm up to any starnger",9c17624f8,1.0,4,Black,Yellow,White,Mixed Breed,Mixed Breed,Selangor
15,1,Aaron & Ayumi,2,3.0,2.0,1,1,1,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Aaron and his sister Ayumi are two good-looking pups looking for homes. Aaron is black and tan, a handsome male and soo lovable. Ayumi has a lovely golden brown coat, and is slightly bigger in size> both are a tad shy but warming up slowly. Adopters must spay and vaccinate them. Please give them a loving home.",5a567392e,8.0,3,Black,Golden,Cream,Doberman Pinscher,Mixed Breed,Selangor
280,2,"Sad, Handsome Cat Seeking New Home",12,1.0,2.0,1,3,3,3,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,"This poor handsome cat has a lousy owner who does not seem to take care of him well. The owner just let him wander around without considering his safety. Obviously, he is an unhappy cat. Location: KL city, somewhere near Times Square. Seeking a serious adopter who's willing to provide this boy a better life. Kindly contact Lovely Shasha or SMS/email me if you are interested. Thank you.",a904d6da4,1.0,2,Cream,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
639,1,Amber C,12,2.0,2.0,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Amber is a gorgeous tricolor border collie cross with a personality to match. She is happy-go-lucky, very well behaved and an excellent watchdog. Enjoys her daily walks and will add sunshine to your house. She knows basic commands such as come, sit and go inside to her cage. No tying up or caging unless necessary for short periods. for long hours. Her owner has to move to a condo and can't take her along. Please give her a good home",751412a89,8.0,4,Black,Brown,White,Border Collie,Mixed Breed,Selangor
698,1,Jacky,8,1.0,2.0,2,1,1,3,1,1,0,41326,ef972f08007ad1672e0c186fb4eb4380,0,"He is jacky. Just a normal dog, but do abnormal things such as being very active and happy sometimes, he will listen to command such as SIT,HAND,STAND,ROW.By using NO command to stop him doing something. He is a clever dog, and healthy dog.Too bad I can't take care of him anymore because I'm going to college.Please be a good person adopt him.You can call my phone number. No ADOPTION FEES , JUST feed him and take care of him.",27e6b452b,5.0,4,Brown,Golden,Yellow,Mixed Breed,Mixed Breed,Selangor
851,1,Cute Puppies,1,3.0,,2,2,1,2,1,4,0,41401,f7df4784406d61e987b25edb9f657f9b,0,"Mama dog size of a shih tzu, short legged is left to roam in wet market by irresponsible owner. Rescuer an elderly had been feeding her and pups. Pls note that there may be an adoption fee as she will use the money to continue feeding, vaccinating, deworming, spaying and giving medical attention to the strays whenever possible to touch and catch them.",75a803430,5.0,4,Black,Brown,,Mixed Breed,Mixed Breed,Kuala Lumpur
300,2,No Name,2,2.0,1.0,2,2,2,2,1,1,100,41326,d835bced4bcedb46fe3ab60b5995fdbe,0,will be release back within 3 days will dewormed and will request for deposit to make sure the adopter spayed and vaccined,73680f695,2.0,4,Brown,Cream,White,Siamese,Domestic Medium Hair,Selangor
285,1,Miko,3,2.0,,1,2,1,2,1,1,0,41326,ded13244857cbef3af915251d8fd2418,0,"""The kindness one does for an animal may not change the world. BUT, it will change the world for that one animal"". Please give Miko a home. The adopter MUST BE willing to vaccinate her annually and neuter her when she approaches 6 months old. Please leave me a message or email if you wish to adopt and give this adorable puppy a home Location: Semenyih, Selangor (Near Nottingham University and Broga hill)",5bb7dbfc2,4.0,3,Cream,Gray,,Shepherd,Mixed Breed,Selangor
248,1,Large Breed Hybrid Goberian Puppies,3,3.0,3.0,2,1,1,2,1,3,0,41326,e24b1f073d9c3d18be61f5cc667640c5,0,"3 months old Goberian (Hybrid) puppies looking for good homes within Subang Jaya 3 male and 2 female available Father Siberian Husky / Mother Golden Retriever (both parents are with MKA cert) Home bred with 1st vaccination and deworming done. New owner has to give 2nd, 3rd & 4th vaccinations. Pups born 18th March and ready to be rehomed. Pups come with vaccination record from Healing Rooms Veterinary Clinic. Price RM Free but owner get's visitation rights to the puppies Call at THESE ARE NOT GUARD DOGS but FAMILY DOGS",bf456451e,7.0,3,Black,Gray,White,Siberian Husky,Golden Retriever,Selangor
155,1,Scotty 11,14,1.0,2.0,2,1,1,1,1,1,0,41326,4221952c89be5f248dede46d0f2bb9e6,0,Found by a friend at 3 mths. He could not keep the dog & requested me to help take care. We have neutered the dog & sent him for 10 training lessons. We allow this dog to come in the house as & when he likes. Due to my sinus & allergy problem we got to let him go to a good family.,72c626d6c,4.0,0,Black,Golden,White,Spitz,Sheep Dog,Selangor
1268,1,Puppies Looking For A Loving Home,2,3.0,2.0,1,2,1,2,1,2,80,41336,4a4e6f628fdb81e9c0dda3649a0292fe,0,"Two adorable puppies were rescued off the streets with their Mommy. The Mommy has a home now, but the owner doesn't want the puppies. If you can give them a home, a nice loving home it will be great. These two are siblings and they get along really well. It would be best if you can take them both in. They are loving, boisterous darlings that just need someone to love them back. Even at such a young age, they are both great guard dogs. They are brave and not afraid. With a little bit of training, they'll make good pets and guard dogs. I only have ONE request. Only take them if you are serious about adopting them. They will live to be about 15 years old. Can you dedicate that time to them? You must commit to spaying/neutering both of them at 5 months old. This will help prevent further stray problems. I am only interested in SERIOUS adopters, not those with passing fancies. The fee indicated is for deworming them. If you really want them, you won't mind the RM80. NOTE: I work in Singapore so I won't be able to answer your calls during the day. Kindly send me an sms if you're interested and I will get back to you at night. Alternatively, you can email me at or SMS me at +65.",8b9a9eac7,4.0,2,Black,Brown,Gray,Mixed Breed,Mixed Breed,Johor
1165,1,"Steady, Starry Sunny, Smoothy, Smartly,s",1,3.0,1.0,2,3,3,3,1,6,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"An abandoned long coat/haired dachshund mix gave birth to 6 babies on November 3,. 4 males and 2 females. Females Adopted.! 3 Males still available The mom is Sausage and her puppies are Steady, Starry, Smoothy, Smartly (all maleS) and Sunny and sheeny (girls) We are taking reservations for adopting. They will be available for adoption when they are 2 months old. You must fulfill the below requirements to adopt.. 1. Deworm 2. All 3 vaccines 3. Female spay / male neuter, when 8-9months old 4. Indoor pet and prefer to roam free, not caged or tied 5. Keep in touch/update photos once a year thru social media ( FB or whatsapp) 6. Allow a home visit with agreed appointment 7. If for ANY reason,,, even with a thousand reasons, you cannot take care of the furkid, you will NOT abandon it. Give back to us to rehome.",1fd1d2349,2.0,4,Black,Brown,Cream,,,Pulau Pinang
311,1,TimTams: Playful Pets+ Great Guards,12,1.0,2.0,1,3,3,1,1,2,0,41326,07184fe71e0dc6ad58406e228719fd21,0,"Thank God for sending a lovely family that fits the descrption of our ideal fosterer, and would do what i listed below for the dogs! Timtams are now part of a loving family of parents +3kids+a maid and loving the wonderful corner house with grass in the compound! ----- TimTams (one is Tim, one is Tam)- to make it easier to call them! Potential adopters should be able to commit to: 1) walking the dogs 2x a day (or keep them in secured bungalow/semi-d/corner house with vast area to roam, as they love running and playing) 2) spend time playing with them (they're still quite young, and will whine for attention unless given regular affection-time with keeper) 3) give fresh water daily & proper food (they eat kibbles) 4) keep shoes in proper shoe cabinet cos one of them is still displaying puppy behaviour of chewing shoes or moving them around (unless he gets adequate exercise and attention) They appear to be brothers, and was roaming Ara Damansara area when found. Plus points about these dogs: 1) trainable: know how to sit/shakehand/come 2) loves children and will play with kids - excellent FAMILY PETs! 3) chase cats (but don't attack them) 4) will bark at strangers - good alert dogs! 5) friendly to keeper and friends 6) great with older folks because of gentle nature - makes excellent FAMIlY PETs! 7) get along with other dogs, even male dogs (possibly because not fully sexually mature and also very gentle + playful in nature), so can join family with existing dogs. NOTE: Will only entertain genuine adopters who'd take either one or both dogs as family pets. They get along well with other dogs. Tim once ran up to an Alsation in my neighbourhood and I thought he'd be minced meat, but they got along fine! Tam was badly injured (possibly by other dogs) when he was rescued, so he'd need responsible owners who'd make sure he's kept in a safe environment.",eda8eecc6,20.0,3,Brown,Cream,White,Mixed Breed,Mixed Breed,Selangor
1233,2,Nacho,8,1.0,2.0,2,1,1,3,1,1,100,41336,55e163c5e7ff53b03f1d18df0bbb6cac,0,This cat was with me since he 3 months baby. I can't take care anymore because I'm moving to another place. He is very active and smart.,b4226db5f,5.0,4,Black,Gray,White,Egyptian Mau,Egyptian Mau,Johor
